497,madrasa,My flights XXXX (Tallinn - Warsaw) and YYYY (Warsaw - Prague) scheduled for March 15 were cancelled due to coronavirus restrictions set by Polish government. According to your webpage (https://lot.com/coronavirus-frequently-asked-questions) I should contact you via this from in order to option a full refund of both the flight tickets.,"Mé lety XXXX (Tallinn - Varšava) a YYYY (Varšava - Praha) plánované na 15. března byly zrušeny kvůli omezení koronavirů, které stanovila polská vláda. Podle vašich webových stránek (https://lot.com/coronavirus-often-asked-questions) bych vás měl kontaktovat prostřednictvím této stránky, abych si mohl vybrat plné vrácení obou letenek.",5
363,speaker,What do I do if I discover that I am fraudluently married to someone that I do not know?,"Co mám dělat, když zjistím, že jsem podvodně vdaná za někoho, kdo",2
194,speaker,Do you offer some products for baptism?,Nabízíte nějaké produkty ke křtu?,5
298,speaker,Is there wifi on the trains?,Je ve vlacích wifi?,5
27,quarter,"My dog freaks out at the vet's office, please try to claim.","Můj pes vyšiluje u veterináře, zkuste prosím tvrdit",3
140,quarter,I am very thankful for help with my heat luggage. I travelled from Cheb to Prag by Pendolino train 7.8.2019 (7:50).  ,Jsem velmi vděčný za pomoc s mým zavazadlem. Cestoval jsem z Chebu do Pragu vlakem Pendolino 7.8.2019 (7:50).,5
49,quarter,Who can I talk to about building a new playground?,S kým si můžu promluvit o stavbě nového hřiště?,5
466,quarter,I am interested in ocean transport. I would need a special cargo container. Could you please contact me?,Zajímá mě námořní doprava. Potřeboval bych speciální nákladní kontejner. Můžete mě prosím kontaktovat?,5
141,madrasa,I am a teacher and I am planning a big trip for our school. We want to travel from Brno to Olomouc. Number of children and teacher will be 150. Is it necessary to order an extra railway carriage? We want to travel on the 20.4.2020 at 8:30 from Brno.,Jsem učitelka a plánuji pro naši školu velký výlet. Chceme cestovat z Brna do Olomouce. Počet dětí a učitelů bude 150. Je nutné objednat železniční vagón navíc? Chceme vyjet 20.4.2020 v 8:30 z Brna.,5
244,madrasa,How can I obtain British citizenship?,Jak mohu získat britské občanství?,5
346,madrasa,"I wish to get married abroad under local jurisdiction, what do I have to do?","Přeji si vdát se v zahraničí v rámci místní jurisdikce, co musím udělat?",5
105,madrasa,Could you please book me 20 seats and additionally a chocolate birthday cake? ,Můžete mi zamluvit 20 sedadel a navíc čokoládový narozeninový dort?,5
220,madrasa,Why wasn't I able to make a mobile payment? How do I cancel my subscription?,Proč jsem nebyl schopen provést mobilní platbu? Jak mohu zrušit předplatné?,5
376,madrasa,Do students have to study a fixed set of subjects or can they choose individually from their major?,"Musí studenti studovat stanovenou sadu předmětů, nebo si mohou vybrat jednotlivě ze svého oboru?",5
140,hostess,I am very thankful for help with my heavy luggage. I traveled from cheb to Prag by Pendolino train 7.8.2019 (7:50). The stevard's name was Petr Pribyl. Best regards Jane Bell,Jsem velmi vděčný za pomoc se svým těžkým zavazadlem. Jel jsem z chebu do Pragu vlakem Pendolino 7.8.,5
466,hostess,I am interested in ocean transport. i would need a special cargo container. Please could you contact me?,Zajímá mě námořní doprava. Potřeboval bych,1
27,hostess,"My dog freaks out at the vet's office, please try to calm him.","Zajímá mě námořní doprava. Potřeboval bych speciální nákladní kontejner. Prosím, mohla bys",1
62,hostess,"Please reserve a table for atleast 4 hours, we plan to stay longer.","Můj pes vyšiluje v ordinaci veterináře, zkuste prosím zavolat.",1
440,hostess,I am interested in ASCRS Annual Meeting in 2019. Where do I access the videos?,"Rezervujte si stůl alespoň na 4 hodiny, my",1
271,hostess,On our arrival we would like to use the limousine services,Mám zájem o výroční zasedání ASCRS v roce 2019,1
49,hostess,who can i talk to about building a new playground?,Při našem příjezdu jsme,1
27,strain,"My dog freaks out at the vet's office, please try to calm him.","Mí psi šílí v kanceláři veterináře, prosím, snažte se ho uklidnit.",3
440,strain,I am interested in ASCARS annual meeting in 2019. Where do I access the videos?,Mám zájem o výroční zasedání ASCARS v roce 2019. Kde mám přístup k videím?,4
271,strain,On our arrival we would like to use the limousine services.,Po příletu bychom rádi využili služeb limuzín.,5
49,strain,who can I talk to about building a new playground?,s kým si můžu promluvit o stavbě nového hřiště?,5
79,romaine,Where can I get a new ID? Is it necessary to report the loss of my ID?,Kde seženu novou občanku? Je nutné nahlásit ztrátu mého průkazu?,5
462,romaine,"My driver licence expires soon, but I dod not receive a renewal notice in the mail. What can I do?","Brzy mi vyprší řidičský průkaz, ale neobdržím poštou oznámení o obnovení. Co můžu dělat?",4
137,keyword,This jacket is very important for me. I became it 15 years ago and it is the best part of my clothing. I will be very thankful if you find it.,"Tohle sako je pro mě velmi důležité. Stal jsem se jím před 15 lety a je to nejlepší část mého oblečení. Budu velmi vděčný, když ho najdete.",4
34,keyword,Can I pay for accomodation in advance?,Mohu předem zaplatit za ubytování?,5
31,keyword,"Is it possible to order other sevices such as wellness, dinner on the day of arrival?","Je možné objednat si v den příletu jiné služby jako wellness, večeři?",5
199,keyword,Do you prepare a simulator competitions and tournaments? Could you write me a dates?,Připravujete simulátorové soutěže a turnaje? Mohl byste,1
170,quarter,"Your company specialize in the production of special hot-rolled sections of structural, free-cutting, alloyed and stainless steel. I would like to know more information about it.","Vaše společnost se specializuje na výrobu speciálních válcovaných sekcí ze strukturálních, řezných, legovaných a nerezavějících oceli. Rád bych věděl více informací, ab",2
369,quarter,What are the admissions and visa requirements for international undergraduate students?,Jaké jsou přijímací a vízové požadavky pro mezinárodní studenty s nízkou gramotností?,4
268,quarter,I would like to have Brazillian band playing music and red rose -if possible. ,"Chtěl bych, aby brazilská kapela hrála hudbu a červenou růži - pokud je to možné.",4
328,speaker,What languages are spoken at the reception? Is it open 24 hours?,Jakými jazyky se na recepci mluví? Je otevřeno 24 hodin?,5
370,speaker,Do online courses begin and end at different times than regular on-campus courses?,Začínají a končí on-line kurzy v jinou dobu než běžné on-line kurzy?,5
250,speaker,What kind of communication should I expect from the INTERPOL after I submit my application?,"Jakou komunikaci bych měl očekávat od INTERPOLu poté, co podám přihlášku?",5
127,speaker,Water tank,Vodní nádrž,5
379,madrasa,Do judges sit in cases concerning their own country? Are they really independent?,Zasedá soudce v případech týkajících se jeho vlastní země? Jsou opravdu nezávislí?,5
132,madrasa,"I would like to have my room oriented to the south, please. Do you have one available?","Rád bych měl svůj pokoj zaměřený na jih, prosím. Máte nějaký?",5
173,madrasa,Are you offering T-shirts for women?,Nabízíte trička pro ženy?,5
75,madrasa,Who can I contact if I want to organize a charity event at the Town Hall?,"Na koho se mohu obrátit, pokud chci zorganizovat charitativní akci na",2
82,madrasa,Where can I dispose construction waste?,Kam mohu ukládat stavební odpad?,5
462,keyword,"My driver license expires soon, but I did not receive a renewal notice in the mail. What can I do?","Brzy mi vyprší řidičský průkaz, ale poštou jsem neobdržel oznámení o obnovení řidičského průkazu. Co můžu dělat?",5
336,keyword,"My child has been given a diagnosis but I would like a second opinion, is this something you offer?","Mému dítěti byla stanovena diagnóza, ale chtěla bych druhý názor, je to něco, co nabízíte?",5
491,keyword,"Hello, I have an old camera - Yashica Lynx 14E, but it looks broken. Could you repair also this camera?","Haló, mám starou kameru - Yashica Lynx 14E, ale vypadá to, že je rozbitá. Můžete spravit I tuto kameru?",4
129,keyword,I have atopic dermatitis. Do you use eco friendly washing powder/gel?,Mám atopickou dermatitidu. Používáte prášek na mytí šetrný k životnímu prostředí/gel?,4
79,keyword,where can I get a new ID? Is it necessary to report the loss of my ID?,kde mohu získat nový průkaz? Je nutné hlásit ztrátu mého průkazu?,5
140,legend,"I am very thankful for your help with my heavy luggage. I traveled from Cheb to Prague by Pendolino train 7.8.2019 (7:50). The stevard's name was Petr Pribyl.<br>Best regards,<br>Jane Bell","Jsem velmi vděčný za vaši pomoc s mými těžkými zavazadly. Cestoval jsem z Chebu do Prahy vlakem Pendolino 7.8.2019 (7:50). Ten stevard se jmenoval Petr Pribyl. S pozdravem, Jane Bellová",5
466,legend,"I am interested in ocean transport. I would need a special cargo container. Please, could you contact me?","Zajímá mě námořní doprava. Potřeboval bych speciální nákladní kontejner. Prosím, můžete mě kontaktovat?",5
62,legend,"Please, reserve a table for at least 4 hours. We plan to stay longer.","Prosím, rezervujte si stůl alespoň na 4 hodiny. Máme v plánu zůstat déle.",5
49,legend,Who can I talk to about building a new playground?,S kým si můžu promluvit o stavbě nového hřiště?,5
440,legend,I am interested in ASCRS Annual Meeting in 2019. Where do I access the videos?,Mě zajímá výroční zasedání ASCRS v roce 2019. Kde se dostanu k videu?,5
27,legend,"My dog freaks out at the vet's office, please try to calm him down.","Můj pes vyšiluje u veterináře, prosím, snažte se ho uklidnit.",5
271,legend,On our arrival we would like to use the limousine services.,Po příletu bychom rádi využili služeb limuzín.,5
306,romaine,Could you send me more information about Cobot? We have a machine tools and they are not ready for a robotic operation.,Můžete mi poslat více informací o Cobotovi? Máme strojní zařízení a oni nejsou připraveni na robotickou operaci.,5
141,romaine,I am a teacher and I am planning a big trip for our school. We want to travel from Brno to Olomouc. Number of children and teachers will be 150. Is it necessary to order an extra railway carriage? We want to travel on the 20.4.2020 at 8:30 from Brno.,Jsem učitelka a plánuji pro naši školu velký výlet. Chceme cestovat z Brna do Olomouce. Počet dětí a učitelů bude 150. Je nutné objednat železniční vagón navíc? Chceme vyjet 20.4.2020 v 8:30 z Brna.,5
376,romaine,Do students have to study a fixed set of subjects or can they individually form their major?,"Musí studenti studovat fixní sadu předmětů, nebo mohou samy o sobě tvořit svůj hlavní obor?",4
346,romaine,"I wish to get married abroad under local jurisdiction, what must I do?","Přeji si vdát se v zahraničí pod místní jurisdikcí, co musím udělat?",5
268,hostess,I would like to have a Brazilian band playing music and red rose - if possible.,Chtěl bych mít brazilskou kapelu hrající hudbu a res,3
438,hostess,I am interested in Technogym Bike. Could you send me a price?,Zajímá mě Technogym Bike. Mohl byste,2
435,hostess,I am interested in your event market pricing dynamics for the machine learning age. Could I register?,Zajímám se o vaši tržní dynamiku pro strojové vzdělávání.,3
30,hostess,I would like to order a gluten-free breakfast. I have gluten intolerence.,Rád bych si objednal bezlepkovou snídani.,3
440,madrasa,I am interested in the annual ASCRS meeting in 2019. Where can I find the videos? ,Zajímám se o výroční zasedání ASCRS v roce 2019. Kde najdu ty videa?,5
466,madrasa,I am interested in transport abroad. I would need a special chargo container. Could you please contact me?,Zajímá mě zahraniční doprava. Potřeboval bych speciální kontejner na chargo. Můžete mě prosím kontaktovat?,4
140,madrasa,I am very thankful for the help with my heavy luggage. I traveled from Cheb to Prague by Pendolino train 7.8.2019 (7:50). The steward’s name was Petr Pribyl. Best regards Jane Bell,Jsem velmi vděčný za pomoc s mými těžkými zavazadly. Jel jsem z Chebu do Prahy vlakem Pendolino 7.8.2019 (7:50). Ten stevard se jmenoval Petr Pribyl. Nejlepší,4
49,madrasa,Who can I talk about building a new playground?,S kým si můžu promluvit o stavbě nového hřiště?,5
27,madrasa,"My dog freaks out at the vet's office, please try to calm him.","Můj pes vyšiluje u veterináře, prosím, zkuste ho uklidnit.",5
338,blowing,How long does it take until the funds reach my bank account?,"Jak dlouho trvá, než se peníze dostanou na můj bankovní účet?",5
481,blowing,I have applied for a compensation on a victim's category and I  want to know the status of my claim. Can you assist me?,Požádal jsem o odškodnění kategorie oběti a chci znát stav svého nároku. Můžete mi asistovat?,4
35,blowing,I will not check in until it is eight o'clock in the evening.,"Neohlásím se, dokud nebude osm hodin večer.",5
267,quarter,I will travel aboard soon. Where can I find information or advice on health risks?,Brzy pojedu na palubu. Kde mohu získat informace nebo radu o zdravotních rizicích?,4
379,quarter,Do judges sit in cases concerning their own country? Are they really independent?,Zasedá soudce v případech týkajících se jeho vlastní země? Jsou opravdu nezávislí?,4
132,quarter,I would like to have my room oriented to the south. Do you have please one?,"Rád bych měl svůj pokoj zaměřený na jih. Máte nějakou, prosím?",4
167,quarter,Could you please advise me to vaccination requirements for Thailand? ,Mohl byste mi poradit ohledně požadavků na očkování v Thajsku?,5
82,quarter,Where can I get construction waste?,Kde seženu stavební odpad?,5
82,speaker,Where can I put the building waste?,Kam můžu dát stavební odpad?,5
75,speaker,Who can I contact for organizing a charity event at the town hall?,Koho můžu kontaktovat při organizování charitativní akce na radnici?,5
132,speaker,I would like to have a south-facing room please? Do you have one?,"Chtěl bych pokoj orientovaný na jih, prosím? Máte ho?",5
267,speaker,I'll travel abroad shortly. Where can I find information or advice on health risks?,Brzy pojedu do zahraničí. Kde mohu získat informace nebo radu o zdravotních rizicích?,5
140,speaker,Thanks a lot for your help with my heavy luggage. I traveled from Cheb to Prag by Pendolino train  of 7.8.2019 (7:50). The steward's name was Petr Pribyl. Best regards from Jane Bell.,Díky moc za vaši pomoc s mými těžkými zavazadly. Jel jsem z Chebu do Pragu vlakem Pendolino ze 7.8.2019 (7:50). Stevard se jmenoval Petr Pribyl. Nejlepší pozdrav od Jane Bellové.,4
49,speaker,Who can I talk to about building a new playground?,S kým můžu mluvit o stavbě nového hřiště?,5
62,speaker,Please reserve a table for more than four hours. We plan to stay longer. ,Rezervujte si stůl na více než čtyři hodiny. Máme v plánu zůstat déle.,4
440,speaker,I am interested in ASCRS Annual Meeting in 2019. Where can I find its videos?,Mám zájem o výroční zasedání ASCRS v roce 2019. Kde najdu její videa?,4
27,speaker,My dog is scared of the veterinary office. Please try to calm him.,"Můj pes se bojí veterinární ordinace. Prosím, zkuste ho uklidnit.",5
271,speaker,On our arrival we would like to use the limousine service,Po našem příletu bychom rádi použili limuzínu.,5
302,madrasa,Why do you have so many pop-up ads?,Proč máš tolik reklam na pop-up?,4
363,madrasa,What do I do If I discover that I am fraudulently married to someone that I do not know?<br><br>,"Co mám dělat, když zjistím, že jsem podvodně vdaná za někoho, koho neznám?",5
194,madrasa,Do you offer some products for baptism?,Nabízíte nějaké produkty ke křtu?,5
368,madrasa,"Could you please also rent a car for me? And regarding the room I would like to have a room with a bath tub, if available. ","Mohl byste mi prosím taky půjčit auto? A pokud jde o pokoj, chtěla bych mít pokoj s vanou, pokud je k dispozici.",5
322,strain,How do I apply for new or replacement social security number card?,Jak mohu požádat o novou nebo náhradní kartu sociálního zabezpečení?,5
392,strain,"I would like to visit someone in the hospital, are there any restrictions for visitors?","Rád bych navštívil někoho v nemocnici, jsou nějaká omezení pro návštěvy?",5
465,strain,I teach my son English at home with the learning Time with Timmy series on YouTube. Do you offer more these videos?,Učím svého syna anglicky doma s učením Timmyho seriálu na youtube. Nabízíte více těchto videí?,5
121,strain,Is the city considering cancelling New Year's fireworks?,Uvažuje město o zrušení novoročního ohňostroje?,5
21,romaine,"I am a student, can I get a discount?","Jsem student, můžu dostat slevu?",5
194,romaine,Do you offer some products for baptism?,Nabízíte nějaké produkty na křest?,5
363,romaine,What do I do if I discover that I am fraudulently married to someone that I do not know?,"Co mám dělat, když zjistím, že jsem podvodně vdaná za někoho, koho neznám?",5
298,romaine,Is there WiFi on the trains?,Je ve vlacích WiFi?,5
368,romaine,I would like to rent a car through the hotel and a room with a bath tub.,Chtěl bych si pronajmout auto přes hotel a pokoj s vanou,4
302,romaine,Why do you have so many pop-up ads?,Proč jich máš tolik?,2
483,romaine,Can I download the application and mail it to ComEd instead of using the online tool?,Mohu stáhnout aplikaci a odeslat ji ComEdovi namísto použití online nástroje?,3
462,speaker,How can I renew my driving licence which expires soon?,"Jak mohu obnovit řidičský průkaz, jehož platnost brzy skončí?",5
170,madrasa,"Your company is specialized in the production of special-hot-rolled sections of structural, free-cutting, alloyed and stainless steel. I would like to receive more information about the process.","Vaše společnost se specializuje na výrobu speciálních za tepla válcovaných dílů z konstrukční, volně řezané, legované a nerezové oceli. Rád bych získal více informací o vašich způsobech výroby.",5
438,madrasa,I am interested in Technogym Bike. Could you send me an offer?,Zajímám se o Technogym Bike. Můžete mi poslat nabídku?,5
268,madrasa,"I would like to have a Brazilian band playing music and some red roses, if possible.","Rád bych, aby Brazilská kapela hrála hudbu a červené růže, pokud možno.",4
282,madrasa,I am very satisfied with this coffee machine. I bought it five months ago. I use it every day three times. So far it has been working perfectly.,S kávovarem jsem spokojen. Koupil jsem ho před pěti měsíci. Používám ho každý den třikrát. Zatím to funguje perfektně.,5
379,legend,Do judges work on cases concerning their own country? Are they really independent?,Pracují soudci na případech týkajících se jejich země? Jsou opravdu nezávislé?,4
167,legend,Please could you advise me to vacation requirements to Thailand?,"Prosím, mohl byste mi poradit, abych si vybral dovolenou v Thajsku?",4
267,legend,I am travelling abroad soon. Where can I find information or advice on health risks?<br>,Brzy odcestuji do zahraničí. Kde najdu informace nebo radu ohledně zdravotních rizik?,5
173,legend,Do you have T-shirts for women,Máte trička pro ženy,5
462,foster,"I did not receive a renewal notice in the mail, and my driver license will expire soon, what should I do? ","V poště jsem neobdržel oznámení o obnovení a brzy mi vyprší řidičský průkaz, co mám dělat?",4
129,foster,I have atopic dramatitis. Do you use eco friendly washing owder/gel?,Mám atopickou dramatitidu. Používáte ekologické mycí zařízení/gel?,5
290,foster,Can I see more photos of your products?,Mohu vidět více fotografií vašich výrobků?,5
336,foster,I want a baby sister for my child. She has been given a diagnosis. Do you have any offer?,Chci pro své dítě sestřičku. Byla jí stanovena diagnóza. Máte nějakou nabídku?,5
481,romaine,I applied for 'victim compensation' and want to know the status of my claim. Can you assist me?,"Požádal jsem o ""odškodnění obětí"" a chci znát stav svého nároku. Můžete mi asistovat?",5
317,romaine,Could you send me a list of sleeping bags?,Můžete mi poslat seznam spacích pytlů?,5
305,romaine,Could you please send me more information about 'Dental Schools and Programs'?,"Můžete mi prosím poslat více informací o ""Zubařských školách a programech""?",5
497,romaine,My flights XXXX (Tallinn - Warsaw) and YYYY (Warsaw - Prague) scheduled for March 15 were cancelled due to coronavirus measures set by Polish government. According to your webpages (https://www.lot.com/coronavirus-frequently-asked-questions) I should contact you via this form in order to obtain a full refund of both flight tickets.,"Mé lety XXXXXX (Tallinn - Varšava) a YYYYY (Varšava - Praha) plánované na 15. března byly zrušeny kvůli opatřením týkajícím se koronaviru stanoveným polskou vládou. Podle Vašich webových stránek (https://www.lot.com/coronavirus-často kladené dotazy) bych vás měl kontaktovat tímto formulářem, abych získal plné vrácení obou letenek.",5
317,hostess,Could you please send me a list of sleeping bags?,Mohl byste mi prosím poslat seznam,2
497,hostess,My flight XXXX (Tallinn - Warsaw) and YYYY (Warsaw - Prague) scheduled for March 15 were cancelled due to coronavirus measures set be Polish goverment. According to your webpages (http://www.lot.com/coronavirus-frequently-asked-questions) I should contact you via this form in order to obtain a full refund of both the flight tickets.,Můj let XXXX (Tallinn - Varšava) a RRRR (Varšava - Praha) plánovaný na 15. března byl zrušen kvůli nastínění koronaviru,2
338,hostess,How long does it take until the funds reach my bank account?,"Můj let XXXX (Tallinn - Varšava) a RRRR (Varšava - Praha) plánovaný na 15. března byl zrušen kvůli opatřením týkajícím se koronaviru, které bylo stanoveno jako polská vláda. Podle Vašich internetových stránek (http://www.lot.com/",2
371,hostess,Are the museum curators available to provide expertise on artworks?,"Můj let XXXX (Tallinn - Varšava) a RRRR (Varšava - Praha) plánovaný na 15. března byl zrušen kvůli opatřením týkajícím se koronaviru, které bylo stanoveno jako polská vláda. Podle Vašich internetových stránek (http://www.lot.com/coronavirus-často kladené dotazy) bych se měl obrátit na",2
481,hostess,I applied for victim compensation and want to know the status of my calm. Could you assist me ?,Požádal jsem o odškodnění obětí a chci znát stav svého klidu. Mohl bys asis,2
305,hostess,Could you send me more information about Dental Schools and Programs?,Můžete mi poslat více informací o Dental Sch,2
371,keyword,Are the museum curators available to provide expertise on artworks?,"Jsou k dispozici muzejní kurátoři, kteří poskytují odborné znalosti o uměleckých dílech",5
497,keyword,My flights XXXX (Tallinn - Warsaw) and YYYY (Warsaw - Prague) scheduled for March 15 were cancelled due to coronavirus measures set by Polish government. According to your webpages (https://www.lot.com/coronavirus-frequently-asked-questions) I should contact you via this form in order to obtain a full refund on both the flight tickets.,"Mé lety XXXXXX (Tallinn - Varšava) a YYYYY (Varšava - Praha) plánované na 15. března byly zrušeny kvůli opatřením týkajícím se koronaviru stanoveným polskou vládou. Podle Vašich internetových stránek (https://www.lot.com/coronavirus-často kladené dotazy) bych vás měl kontaktovat prostřednictvím tohoto formuláře, abych získal plnou náhradu pro obě strany f.",5
35,keyword,I will not check in until eight in the evening.,Neohlásím se dřív než v osm večer.,4
481,keyword,I have asked for compensation for victims and I want to know the status of my request.,Požádal jsem o odškodnění pro oběti a chci znát stav své žádosti.,5
389,blowing,My father is hospitalized in a closed psychiatric ward. Can you help him through the discharge procedures with the hospital psychiatric committee?,Můj otec je v psychiatrické léčebně. Můžete mu pomoct s propuštěním z psychiatrického výboru?,3
462,blowing,"My driving license will expire soon, and I did not even receive a renewal notice in the mail. What shall I do?","Platnost mého řidičského průkazu brzy vyprší, a neobdržel jsem v poště oznámení o obnovení. Co mám dělat?",4
491,blowing,"Hello! I have an old camera, model name-Yashica Lynx 14E, but it looks like it is broken. Could you also repair this camera?","Haló! Mám starou kameru, model -Yashica Lynx 14E, ale vypadá to, že je rozbitá. Můžete také opravit tento fotoaparát?",4
79,blowing,Where can I get a new ID? Is it necessary to report the loss of my ID?,Kde seženu novou občanku? Je nutné nahlásit ztrátu mé,3
290,blowing,Do you have more photos of your products?,Máte více fotografií svých výrobků?,5
327,blowing,I want to come personally to your office. What documents do I need to have with me if my ID card is expired?,"Chci přijít osobně do vaší kanceláře. Jaké doklady musím mít u sebe, když mi vyprší platnost občanského průkazu?",5
184,blowing,I have a particular problem with my residence status in the Czech Republic. Could you help me?,Mám zvláštní problém se svým pobytovým statusem v České republice. Můžete mi pomoct?,5
121,blowing,Is the city considering to cancel New Year's fireworks?,Zvažuje město zrušit novoroční ohňostroj?,4
53,blowing,Please do not press ring the bell when you are in front of the house but instead call me on the cell phone.,"Prosím, nezvedej zvonek, když jsi před domem, ale místo toho mi zavolej na mobil.",4
392,blowing,"I would like to visit someone in the hospital, are there any restrictions for the visitors?","Rád bych někoho navštívil v nemocnici, jsou nějaká omezení pro návštěvníky?",5
322,blowing,How do I apply for a new or replacement Social Security number card?,Jak mám požádat o novou nebo náhradní kartu sociálního zabezpečení?,5
49,keyword,Who can I talk to about the construction of a new playground?,S kým můžu mluvit o výstavbě nového hřiště?,5
140,keyword,I am very thankful for help with my heavy luggage. I traveled from Cheb to Prag by Pendolino train 7.8.2019 (7:50). The stevard's name was Petr Pribyl. Best regards Jane Bell.,Jsem velmi vděčný za pomoc se svým těžkým zavazadlem. Jel jsem z Chebu do Pragu vlakem Pendolino 7.8.2019 (7:50).,5
62,keyword,"Please reserve a table for at least 4 hours, we plan to stay longer.",Rezervujte si stůl nejméně na 4 hodiny. Máme v plánu zůstat déle.,5
376,keyword,Do students have to study a fixed set of subjects or can they individually form their major?,Studenti musí studovat stanovenou sadu předmětů nebo mohou samostatně tvořit svou hlavní roli,4
